sport_key,commence_time,home_team,away_team,bookmaker,market_type,selection_name,decimal_odds
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (FR),H2H,Villarreal,2.05
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (FR),H2H,Draw,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Pinnacle,H2H,Oviedo,3.67
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Pinnacle,H2H,Villarreal,2.15
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Pinnacle,H2H,Draw,3.38
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,1xBet,H2H,Oviedo,3.78
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,1xBet,H2H,Villarreal,2.18
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,1xBet,H2H,Draw,3.41
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Codere (IT),H2H,Oviedo,3.55
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Codere (IT),H2H,Villarreal,2.11
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Codere (IT),H2H,Draw,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,William Hill,H2H,Oviedo,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,William Hill,H2H,Villarreal,2.05
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,William Hill,H2H,Draw,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (DE),H2H,Oviedo,3.5
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (DE),H2H,Villarreal,2.05
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (DE),H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (FR),H2H,Oviedo,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (FR),H2H,Villarreal,2.05
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (FR),H2H,Draw,3.35
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Tipico,H2H,Oviedo,3.6
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Tipico,H2H,Villarreal,2.05
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Tipico,H2H,Draw,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Marathon Bet,H2H,Oviedo,3.72
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Marathon Bet,H2H,Villarreal,2.15
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Marathon Bet,H2H,Draw,3.36
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betclic (FR),H2H,Oviedo,3.53
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betclic (FR),H2H,Villarreal,2.07
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betclic (FR),H2H,Draw,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betfair,H2H,Oviedo,3.7
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betfair,H2H,Villarreal,2.22
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betfair,H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betsson,H2H,Oviedo,3.55
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betsson,H2H,Villarreal,2.08
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betsson,H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Nordic Bet,H2H,Oviedo,3.55
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Nordic Bet,H2H,Villarreal,2.08
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Nordic Bet,H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (SE),H2H,Oviedo,3.8
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (SE),H2H,Villarreal,2.1
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (SE),H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,PMU (FR),H2H,Oviedo,3.6
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,PMU (FR),H2H,Villarreal,2.02
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,PMU (FR),H2H,Draw,3.3
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (NL),H2H,Oviedo,3.8
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (NL),H2H,Villarreal,2.1
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (NL),H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,LeoVegas (SE),H2H,Oviedo,3.65
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,LeoVegas (SE),H2H,Villarreal,2.04
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,LeoVegas (SE),H2H,Draw,3.3
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,BetOnline.ag,H2H,Oviedo,3.72
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,BetOnline.ag,H2H,Villarreal,2.1
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,BetOnline.ag,H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Coolbet,H2H,Oviedo,3.7
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Coolbet,H2H,Villarreal,2.15
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Coolbet,H2H,Draw,3.4
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Matchbook,H2H,Oviedo,3.7
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Matchbook,H2H,Villarreal,2.22
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Matchbook,H2H,Draw,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Everygame,H2H,Oviedo,3.45
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Everygame,H2H,Villarreal,2.05
soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Everygame,H2H,Draw,3.2
