run_date,leg1_match,leg1_selection,leg1_odds,leg1_model_probability,leg1_edge,leg1_ev,leg1_confidence,leg2_match,leg2_selection,leg2_odds,leg2_model_probability,leg2_edge,leg2_ev,leg2_confidence,combined_odds,combined_probability,combo_ev,average_edge,average_confidence
2026-04-22,Arsenal vs Brighton,HOME_DNB,1.45,0.7800418693113252,0.09038669689753209,0.13106071050142165,94.0,Real Sociedad vs Getafe,1X,1.4,0.8487555779513773,0.13446986366566305,0.18825780913192824,100,2.03,0.6620648876136066,0.3439917218556212,0.11242828028159757,97.0
